id,name,birth_year,birth_city,profession,bio_text,migration_status,migration_reasoning
7084,Золозова Тетяна Василівна,1941.0,Київ,музикознавець,"(01. 12. 1941, Київ) – музикознавець, культурно-громадська діячка, педагог. Доктор мистецтвознавства (1989), професор (1991). Член НСКУ (1985). Закін. Київську консерваторію (1965, кл. скрипки О. Горохова; 1970,...",non_migrated,Born Kyiv; musicologist and professor with career at Kyiv Conservatory throughout; no emigration indicated.
7089,Золотарьов Сергій Миколайович,1953.0,Харків,диригент,"(20. 09. 1953, Харків) – диригент, скрипаль. Заслужений діяч мистецтв УРСР (1989). Закін. Харків. інститут мистецтв (1978; кл. скрипки О. Юр’єва), Київ. консерваторію (1984; кл. диригування Є. Дущенка, В....",non_migrated,Born Kharkiv; conductor and violinist with career at Kharkiv institutions; no emigration indicated.
7091,Золотих Наталія Михайлівна,1963.0,Харків,піаністка,"(06. 01. 1963, Харків) – піаністка, клавесиністка. Лауреатка Міжнар. конкурсу ім. В.-А. Моцарта (м. Брюґґе, Бельгія, 1992, 3-я премія) й ансамблевого конкурсу ім. Й. Брамса (Австрія, 1994). Закін. Харків....",non_migrated,Born Kharkiv; pianist with competition wins in Belgium and Austria but career based in Ukraine; no emigration indicated.
7092,Золотницька Ольга Миколаївна,1871.0,Херсонщина,співачка (сопрано),"(псевд.: Арсеньєва, Белліні; 1871, Херсонщина – ?) – співачка (сопрано). Закін. Київ. інститут шляхет. дівчат (1889), Муз. училище Моск. філармоній. товариства (1895; кл. С. Біжеїча). Удосконалювала...",unknown,Born Kherson region 1871; soprano singer; trained in Kyiv and Moscow; bio ends with '?' suggesting fate and later emigration unknown.
7094,Золотов Костянтин Юрійович,1963.0,Київ,графік і живописець,"(29. 09. 1963, Київ) – графік і живописець. Син Ю. Золотова. Член НСХУ (1993). Закін. Київський художній інститут (1990; викл. С. Подерв’янський, В. Чебаник). У Києві від 1988 співпрацював із видавництвом...",non_migrated,Born Kyiv; graphic artist and painter with career in Kyiv publishing; no emigration indicated.
7098,Золотокрильцева Ольга Вадимівна,1934.0,"м. Гомель, Білорусь",поетеса,"(17. 05. 1934, м. Гомель, Білорусь) – поетеса. Член НСПУ (2003). Закін. Одес. технол. інститут харч. та холодил. промисловості (1957). Працювала за фахом у Севастополі. Пише російською мовою. Авторка зб....",non_migrated,Born Homel (Belarus); poet who studied in Odesa and lived in Sevastopol; career in Ukrainian SSR/Ukraine; no emigration to non-Soviet/non-FSU country.
7102,Золотухін Олексій Пилипович,1908.0,с. Олексіївка Харків. губ.,графік і живописець,"(22. 03. 1908, с. Олексіївка Харків. губ. – ?) – графік і живописець. Закін. Харків. просторово-оформлюв. технікум (1934; викл. О. Кокель). Учасник міських худож. виставок від 1955. Персон. – у Харкові (1975)....",unknown,Born Kharkiv region 1908; graphic artist trained in Kharkiv; exhibition activity from 1955; death date unknown; bio ends with '?' suggesting fate unclear.
7103,Золотухін Юрій Віталійович,1963.0,Миколаїв,живописець і мистецтвознавець,"(12. 05. 1963, Миколаїв) – живописець і мистецтвознавець. Син В. Золотухіна. Канд. мистецтвознавства (2009). Член НСХУ (1993). Закін. Харків. худож.-пром. інститут (1992; викл. Є. Биков, В. Гонтаров, Б. Косарев)....",non_migrated,Born Mykolayiv; painter and art scholar with career at Kharkiv institutions; no emigration indicated.
7104,Золотухіна Наталія Анатоліївна,1967.0,Сімферополь,живописець і мистецтвознавець,"(09. 12. 1967, Сімферополь) – живописець і мистецтвознавець. Член НСХУ (1993). Канд. культурол. н. (2009). Закін. Харків. худож.-пром. інститут (1992; викл. В. Гонтаров). У Сімферополі працювала 1992–98 викл....",non_migrated,Born Simferopol; painter and art scholar with career in Simferopol and Kharkiv; no emigration indicated.
7105,Золочевський Віктор Никифорович,1934.0,Харків,музикознавець,"(10. 12. 1934, Харків) – музикознавець, педагог. Доктор мистецтвознавства (1974). Член НСКУ (1965). Закін. Харків. консерваторію (1959; кл. М. Тіца), аспірантуру при ІМФЕ АН УРСР (Київ, 1962; кер. А....",non_migrated,Born Kharkiv; musicologist with career at Kharkiv Conservatory throughout; no emigration indicated.
7106,Зоммер Євген Михайлович,1936.0,"м. Самарканд, Узбекистан",графік,"(10. 06. 1936, м. Самарканд, Узбекистан – ?, Суми) – графік. Член НСХУ (1971). Закін. Ташкент. худож.-театр. інститут (1967). Відтоді працював у худож.-вироб. майстернях Худож. фонду Таджикистану; від 1993 – на...",internal_transfer,Born Samarkand (Uzbekistan); trained in Tashkent; worked for Tajikistan art production workshops before moving to Sumy (Ukraine) from 1993; voluntary movement within Soviet republics before settling in Ukraine.
7111,Зорич-Кондрацька Квітка-Галина Богданівна,1944.0,Львів,хоровий диригент,"(09. 03. 1944, Львів) – хоровий диригент, музично-громадська діячка, педагог. Дочка Я. Зорич. Державні нагороди Канади та Золотий хрест Об’єдн. бувших вояків-українців у Великій Британії. Закін....",migrated,Born Lviv; emigrated to Canada after WWII; received Canadian state decorations and UK veterans cross; built music career in Canada — classic Ukrainian diaspora emigre.
7115,Зоріна Світлана Іванівна,1967.0,Донецьк,прозаїк,"(06. 09. 1967, Донецьк) – прозаїк. Член НСПУ (2002). Кандидат економічних наук (1993). Закін. екон. (1989) та юрид. (2000) факультети Київ. університету. Засн. і дир. групи фірм «Мезокред» (1990–99), засн. і ген. дир....",non_migrated,Born Donetsk; prose writer with career in Kyiv business and literature; no emigration indicated.
7116,Зоркальцев Олексій Миколайович,1954.0,"смт Заіграєво, нині Бурятія, РФ",живописець,"(14. 12. 1954, смт Заіграєво, нині Бурятія, РФ) – живописець. Член НСХУ (2002). Навч. на факультеті дизайну у Новосибір. електротех. інституті (РФ, 1978–80). Відтоді живе в Україні. Працював 1987–96 у графіч....",non_migrated,Born in Russia (Buryatia); moved to Ukraine from 1980; painter with career in Kyiv; no emigration outside Soviet/FSU sphere.
7117,Зорко Анатолій Єгорович,1956.0,с. Андроники Корюків. р-ну Черніг. обл.,живописець,"(04. 02. 1956, с. Андроники Корюків. р-ну Черніг. обл.) – живописець. Заслужений художник України (2004). Член НСХУ (1992). Закін. Київський художній інститут (1991; майстерня О. Лопухова). Відтоді працює у...",non_migrated,Born Chernihiv region; painter with career in Chernihiv; no emigration indicated.
7118,Зорко Юрій Валентинович,1937.0,"с. Роздольне Примор. краю, РФ",живописець,"(21. 09. 1937, с. Роздольне Примор. краю, РФ) – живописець. Народний художник України (2002). Член НСХУ (1971). Закін. Донец. художню школу (1967). Мистецтву навч. у М. Глущенка, Т. Яблонської. На творчій...",non_migrated,Born in Russia (Primorsky Krai); painter with career in Donetsk/Ukraine; no emigration outside Soviet/FSU sphere.
7119,Зорук Сергій Якович,1951.0,Вінниця,живописець і графік,"(30. 12. 1951, Вінниця) – живописець і графік. Заслужений діяч мистецтв України (1999). Член НСХУ (1986). Закін. Київський художній інститут (1982; майстерня Д. Лідера), де від 1989 працює (нині Нац. академія...",non_migrated,Born Vinnytsia; painter and graphic artist with career in Kyiv art institutions; no emigration indicated.
7123,Зотиков Владислав Андрійович,1950.0,"м. Батайськ Ростов. обл., РФ",дизайнер,"(14. 10. 1950, м. Батайськ Ростов. обл., РФ) – дизайнер. Член Спілки дизайнерів України (1987). Закін. Харків. худож.-пром. інститут (1976). Працював у Сімферополі: 1976–79 – гол. художником худож.-оформлювал....",non_migrated,Born in Russia (Rostov region); designer trained in Kharkiv; career in Simferopol and Ukraine; no emigration outside Soviet/FSU sphere.
7127,Зоценко Олексій Миколайович,1948.0,Київ,кінооператор,"(29. 12. 1948, Київ) – кінооператор. Державна премія України імені Тараса Шевченка (1996). Член НСКінУ (1989), НСЖУ (2000). Закін. Київ. інститут театр. мистецтва (1978; майстерня Л. Прядкіна). Відтоді працював...",non_migrated,Born Kyiv; cinematographer with career at Kyiv film studios; no emigration indicated.
7131,Зубанич Марія Іванівна,1949.0,смт Великий Березний Закарп. обл.,співачка (ліричне сопрано),"(28. 07. 1949, смт Великий Березний Закарп. обл.) – співачка (ліричне сопрано). Сестра Ф. Зубанича. Народний артист України (1999). Обл. премії ім. Д. Вакарова (1981), ім. Д. Задора (2003). Лауреатка Респ....",non_migrated,Born Velyky Bereznyi (Zakarpattia); soprano singer with career in Ukrainian opera; no emigration indicated.
7137,Зубатов Сергій Лук’янович,1959.0,Київ,хореограф,"(22. 01. 1959, Київ) – хореограф, педагог. Доц. (1997). Закін. Київ. інститут культури (1980; викл. К. Василенко, М. Трегубов), де й працює від 1982 (нині університет культури і мистецтв): від 1999 – завідувач...",non_migrated,Born Kyiv; choreographer and teacher with career at Kyiv Institute of Culture throughout; no emigration indicated.
7139,Зубицький Володимир Данилович,1953.0,с. Голоскове Кривоозер. р-ну Микол. обл.,композитор,"(02. 03. 1953, с. Голоскове Кривоозер. р-ну Микол. обл.) – композитор, акордеоніст. Син Д. Зубицького. Заслужений діяч мистецтв України (1993). Премія ім. М. Лисенка (1994). Член НСКУ (1978). Лауреат міжнар....",non_migrated,Born Mykolayiv region; composer and accordionist with career in Ukraine; no emigration indicated.
7141,Зубко Ілля Миколайович,1957.0,Ашґабат,живописець,"(26. 04. 1957, Ашґабат) – живописець. Член НСХУ (2002). Закін. Ашґабат. (1977; викл. І. Кличев) і Дніпроп. (1979; викл. С. Глинов) художні училища. Відтоді працював декоратором у Дніпроп. театрі опери та балету;...",non_migrated,Born Ashgabat (Turkmenistan); trained in Ashgabat and Dnipro; career in Dnipro theatre and Ukraine; no emigration to non-Soviet/non-FSU country.
7142,Зубко Світлана Олександрівна,1949.0,"станиця Усть-Джеґутинська Ставроп. краю, нині м. Усть-Джеґута, Карачаєво-Черкесі",письменниця,"(09. 09. 1949, станиця Усть-Джеґутинська Ставроп. краю, нині м. Усть-Джеґута, Карачаєво-Черкесія, РФ) – письменниця. Член НСПУ (1997). Закін. факультет вет. медицини Одес. с.-г. інституту (1974). Працює за...",non_migrated,Born in Russia (Stavropol Krai); writer with career in Odesa/Ukraine; no emigration outside Soviet/FSU sphere.
7144,Зубков Віктор Миколайович,1950.0,"м. Ворошиловград, нині Луганськ",живописець,"(10. 11. 1950, м. Ворошиловград, нині Луганськ) – живописець. Член НСХУ (2005). Закін. Одес. пед. інститут (1979; викл. В. Шарапенко). Працював 1981–95 на Дніпродзержин. худож.-вироб. комбінаті (Дніпроп. обл.)....",non_migrated,Born Luhansk; painter with career in Dnipro region and Ukraine; no emigration indicated.
7145,Зубков В’ячеслав Володимирович,1976.0,Київ,піаніст,"(03. 10. 1976, Київ) – піаніст, педагог. Лауреат низки всеукр. та міжнар. конкурсів, зокрема Міжнар. конкурсу юних піаністів ім. В. Крайнєва (Харків, 1992, 3-я премія), Всеукр. конкурсу ім. С. Рахманінова...",non_migrated,Born Kyiv; pianist with international competition wins but career based in Ukraine; no emigration indicated.
7146,Зубков Олександр Петрович,1941.0,"с. Хмельове Курської обл., РФ",художник-монументаліст,"(17. 11. 1941, с. Хмельове Курської обл., РФ) – художник-монументаліст, графік і живописець. Заслужений діяч мистецтв України (1999). Член НСХУ (1977). Закін. Харків. худож.-пром. інститут (1971; викл. Є....",non_migrated,Born in Russia (Kursk region); monumental artist trained in Kharkiv; career entirely in Ukrainian institutions; no emigration outside Soviet/FSU sphere.
7149,Зубковська-Скаканді Ірина Георгіївна,1951.0,Київ,графік і живописець,"(31. 03. 1951, Київ) – графік і живописець. Дочка Г. Зубковського, дружина Юлія, мати Вікторії Скаканді. Член НСХУ (1984). Закінчила Київський художній інститут (1975; викл. В. Касіян, В. Чебаник). На...",non_migrated,Born Kyiv; graphic artist and painter with career in Kyiv; no emigration indicated.
7152,Зубович Віктор Сиґізмундович,1959.0,с. Строків Попільнян. р-ну Житомир. обл.,літературознавець,"(15. 02. 1959, с. Строків Попільнян. р-ну Житомир. обл.) – літературознавець. Доктор філологічних наук (1998). Закін. Київський університет (1986). Працював у Глухів. пед. інституті (Сум. обл., 1986–87); Волин....",non_migrated,Born Zhytomyr region; literary scholar with career at Volyn and other Ukrainian universities; no emigration indicated.
7157,Зубрицька Марія Олексіївна,1957.0,с. Корчин Сколів. р-ну Львів. обл.,літературознавець,"(13. 10. 1957, с. Корчин Сколів. р-ну Львів. обл.) – літературознавець. Кандидат філологічних наук (1991). Літературознавча премія ім. С. Павличко (Амер. рада наук. т-в, 2001). Орден княгині Ольги 3-го...",non_migrated,Born Lviv region; literary scholar with career at Lviv University; American scholarly award received but based in Ukraine.
7161,Зубченко Валентин В’ячеславович,1938.0,м. Біла Церква Київ. обл.,архітектор,"(21. 10. 1938, м. Біла Церква Київ. обл.) – архітектор. Заслужений архітектор України (1996). Державна премія України у галузі архітектури (2001). Закін. Київ. інж.-буд. інститут (1968), де відтоді й працював....",non_migrated,Born Bila Tserkva; architect with career at Kyiv engineering institutions throughout; no emigration indicated.
7165,Зуєв Борис Васильович,1893.0,,живописець,"(12(24). 01. 1893, м. Новочеркаськ, нині Ростов. обл., РФ – ?) – живописець. Син В. Зуєва. Закін. Одес. реал. училище (1912), навч. на архіт. відділ. АМ (1914–16), у військ. училищі. Від 1920-х рр. – у Мілані. 1918 взяв...",migrated,Born Novocherkassk (Russia); explicitly stated to be in Milan from the 1920s — emigrated to Western Europe (Italy) and built career there.
7166,Зуєв Василь Іванович,1858.0,?,інженер-архітектор,"(1858, ? – ?) – інженер-архітектор. Батько Б. Зуєва. Закін. С.-Петербур. буд. училище (1881). Відтоді працював у Бессараб. губерн. правлінні. Згодом служив у Ростові-на-Дону, 1884–93 – у Новочеркаську, де...",unknown,Born 1858; engineer-architect who worked in Bessarabia and Rostov-on-Don; death date unknown; no clear Ukraine connection or emigration data.
7168,Зуєв Михайло Іванович,1938.0,"с. Роздолля Олексіїв., нині Первомай. р-ну Харків. обл.",живописець,"(22. 08. 1938, с. Роздолля Олексіїв., нині Первомай. р-ну Харків. обл.) – живописець. Член НСХУ (1994). Закін. Харків. худож.-пром. інститут (1970; викл. А. Константинопольський, О. Мартинець). Працював 1975–92...",non_migrated,Born Kharkiv region; painter with career in Kharkiv institutions; no emigration indicated.
7170,Зуєва Ніна Іванівна,1958.0,"м. Сталіно, нині Донецьк",співачка (мецо-сопрано),"(13. 10. 1958, м. Сталіно, нині Донецьк) – співачка (мецо-сопрано), педагог. Доц. (2006). Заслужений артист України (1995). Лауреатка Респ. конкурсу камер. колективів та виконавців (Київ, 1987), Всесоюз....",non_migrated,Born Donetsk; mezzo-soprano singer and teacher with career at Kharkiv institutions; no emigration indicated.
7172,Зуєнко Марина Олексіївна,1981.0,Полтава,літературознавець,"(08. 05. 1981, Полтава) — літературознавець. Доктор філологічних наук (2021). Закінчила Полтавський педагогічний університет (2004), де відтоді й працює: від 2015 — завідувач кафедри англійської та...",non_migrated,Born Poltava; literary scholar with career at Poltava Pedagogical University; no emigration indicated.
7173,Зуєнко Лариса Павлівна,1959.0,с. Карпове Роздільнян. р-ну Одес. обл.,співачка (сопрано),"(14. 12. 1959, с. Карпове Роздільнян. р-ну Одес. обл.) – співачка (сопрано). Дружина С. Зуєнка. Заслужений артист України (2005). Лауреатка Міжнар. конкурсу вокалістів ім. М. Лисенка (Київ, 1988, 2-а премія)....",non_migrated,Born Odesa region; soprano singer with career at Odesa Opera and in Ukraine; no emigration indicated.
7174,Зуєнко Сергій Тихонович,1956.0,"с.  Новеньке Брян. обл., РФ",співак (баритон),"(27. 06. 1956, с.  Новеньке Брян. обл., РФ) – співак (баритон), режисер. Чоловік Л. Зуєнко. Заслужений артист України (2007). Лауреат Міжнар. конкурсу співаків ім. Ф. Шаляпіна (м. Казань, РФ, 1989, 3-я премія)....",non_migrated,Born in Russia (Bryansk region); baritone singer who trained and worked in Ukraine (Odesa Opera); no emigration outside Soviet/FSU sphere.
7175,Зузук Роман Михайлович,1961.0,"с. Сілець Тисмениц. р-ну Станіслав., нині Івано-Фр. обл.",живописець,"(22. 07. 1961, с. Сілець Тисмениц. р-ну Станіслав., нині Івано-Фр. обл.) – живописець. Закін. Сімфероп. художнє училище (1984), навч. у Київ. худож. інституті (1984–90). Від 1991 – у Празі, від 2000 – у Торонто. На...",migrated,Born Ivano-Frankivsk region; explicitly moved to Prague in 1991 then Toronto in 2000 — post-independence emigration to non-FSU countries (Czech Republic then Canada).
7176,Зузяк Тетяна Петрівна,1977.0,Вінниця,мистецтвознавець,"(07. 05. 1977, Вінниця) – мистецтвознавець. Дочка П. Зузяка. Канд. мистецтвознавства (2004). Член НСХУ (2005). Закін. Прикарп. університет (Івано-Франківськ, 2000). Відтоді працює у Вінниці: викл. у тех....",non_migrated,Born Vinnytsia; art scholar with career in Vinnytsia institutions; no emigration indicated.
7178,Зуйонок Василь Васильович,1935.0,"с. Мочулище, нині Круп. р-ну Мінської обл.",білоруський поет,"(Зуëнак Васіль Васілевіч; 03. 06. 1935, с. Мочулище, нині Круп. р-ну Мінської обл.) – білоруський поет, перекладач. Член СП Білорусі (1966). Кандидат філологічних наук (1973). Закін. Білорус. університет...",non_migrated,Born in Belarus (Minsk region); Belarusian poet and scholar who worked at Belarusian University; career in Belarus — not Ukrainian; no emigration outside Soviet/FSU sphere.
7180,Зюбрак Леся,1931.0,"м. Саскатун, провінція Саскачеван, Канада",співачка (сопрано),"(22. 04. 1931, м. Саскатун, провінція Саскачеван, Канада) – співачка (сопрано), композитор, музично-громадська діячка. З походження українка. Лауреатка низки вокал. конкурсів у Канаді, зокрема...",migrated,Born in Saskatoon Saskatchewan Canada; of Ukrainian origin; singer and music community figure based in Canada — lifelong diaspora member.
7182,Зюзін Володимир Іванович,1936.0,"с. Троїцьке Приазов. р-ну Дніпроп. обл., нині с. Чкалове Приазов. р-ну Запоріз. ",скульптор і графік,"(11. 11. 1936, с. Троїцьке Приазов. р-ну Дніпроп. обл., нині с. Чкалове Приазов. р-ну Запоріз. обл.) – скульптор і графік. Член НСХУ (1995). Закін. Львів. інститут прикладного та декоративного мистецтва...",non_migrated,Born Zaporizhzhia region; sculptor and graphic artist trained at Lviv institute; career in Ukraine; no emigration indicated.
7184,Зюзькова Наталія Володимирівна,1956.0,м. Ялта АР Крим,живописець,"(17. 11. 1956, м. Ялта АР Крим) – живописець. Дружина В. Сярова. Член НСХУ (2010). Закін. Нац. академію образотвор. мистецтва і архітектури (Київ, 1990; викл. В. Гурін, О. Лопухов). Відтоді працювала у Ялтин....",non_migrated,Born Yalta (Crimea); painter with career in Yalta/Crimea; no emigration indicated.
7186,Зяткіна Ірина Анатоліївна,1955.0,Запоріжжя,художниця декоративно-ужиткового мистецтва,"(29. 09. 1955, Запоріжжя) – художниця декоративно-ужиткового мистецтва. Член НСМНМУ (2008). Закін. Бердян. (Запоріз. обл., 1977) та Одес. (1989) пед. інститути. Учителює. Створює накладні об’ємні витинанки;...",non_migrated,Born Zaporizhzhia; decorative artist and teacher with career in Zaporizhzhia; no emigration indicated.
7187,Мозговий Олександр Миколайович,1960.0,с. Лікарівка Олександрій. р-ну Кіровогр. обл.,живописець,"(26. 01. 1960, с. Лікарівка Олександрій. р-ну Кіровогр. обл.) – живописець. Член НСХУ (1994). Закін. Київський художній інститут (1987; викл. Л. Вітковський, В. Гурін, В. Забашта, О. Лопухов). Відтоді –...",non_migrated,Born Kirovograd region; painter with career in Kyiv institutions; no emigration indicated.
7189,Ібрагімов Заур Меметович,1937.0,Сімферополь,графік,"(13. 02. 1937, Сімферополь) – графік. Член СХ СРСР (1980), РФ (1991). Закін. Ташкент. театр.-худож. інститут (1967; викл. Е. Ісхаков, І. Юровський). Відтоді працював у ньому викл. графіч. відділ. ф-ту; 1969–93 – у...",internal_transfer,Born Simferopol; trained in Tashkent (Uzbekistan); worked at Tashkent institute 1967-69 then moved to Crimea/Ukraine; member of Russian Artists Union (RФ) from 1991 suggesting possible relocation to Russia — voluntary Soviet-era transfer.
7191,Ів Дмитро Олегович,1974.0,Запоріжжя,скульптор,"(08. 10. 1974, Запоріжжя) – скульптор. Закін. Харків. академію дизайну і мистецтв (2004; викл. П. Юрченко). На творчій роботі. Працює у галузі скульптур. дизайну. Учасник худож. виставок від 1997. Персон....",non_migrated,Born Zaporizhzhia; sculptor trained in Kharkiv with career in Ukraine; no emigration indicated.
7192,Івакін Валерій Олександрович,1950.0,"с. Рогачівка, нині у складі Харкова",актор,"(01. 01. 1950, с. Рогачівка, нині у складі Харкова) – актор. Заслужений артист України (2002). Закін. Харків. інститут мистецтв (1971; викл. М. Борисенко, В. Чистякова). Відтоді – актор Донец., 1972–75 –...",non_migrated,Born near Kharkiv; actor with career in Donetsk and Kharkiv theatres; no emigration indicated.
7194,Іван Амброзій Миколайович,1929.0,"с. Соломонове, нині Ужгород. р-ну Закарп. обл.",живописець,"(17. 11. 1929, с. Соломонове, нині Ужгород. р-ну Закарп. обл.) – живописець. Член Товариства художників-угорців Закарпаття (1990). Навч. в Ужгороді у Й. Бокшая, Г. Глюка (1940-і рр.). Працював 1952–95 у Закарп....",non_migrated,Born Zakarpattia region; painter with career at Zakarpathia Art Fund; no emigration indicated.
7196,Іваненко Анатолій Григорович,1950.0,"м. Сватове Ворошиловгр., нині Луган. обл.",живописець,"(30. 09. 1950, м. Сватове Ворошиловгр., нині Луган. обл.) – живописець. Закін. Київський художній інститут (1973; викл. В. Задорожний, В. Чеканюк). Працює від 1975 у Рівнен. дит. худож. школі: від 1993 –...",non_migrated,Born Luhansk region; painter with career in Rivne/Ukraine since 1975; no emigration indicated.
7197,Іваненко Валентина Василівна,1962.0,с. Шевченкове Звенигород. р-ну Черкас. обл.,співачка (лірико-колоратурне сопрано),"(07. 03. 1962, с. Шевченкове Звенигород. р-ну Черкас. обл.) – співачка (лірико-колоратурне сопрано). Заслужений артист України (1997). Лауреатка 1-го міжнар. конкурсу виконавців камер. музики «Золота...",non_migrated,Born Cherkasy region; lyrico-coloratura soprano with career in Ukrainian music; no emigration indicated.
7199,Іваненко Володимир Михайлович,1933.0,Чернігів,скульптор,"(13. 02. 1933, Чернігів) – скульптор. Батько С. Іваненка. Член НСХУ (1968). Закінчив Київський художній інститут (1961; викладачі М. Лисенко, І. Макогон, О. Олійник). Працював у Києві: 1963–66 – викладач...",non_migrated,Born Chernihiv; sculptor with career in Kyiv institutions; no emigration indicated.
7200,Іваненко Григорій Іванович,1953.0,с. Леонівка Іванків. р-ну Київ. обл.,поет,"(19. 10. 1953, с. Леонівка Іванків. р-ну Київ. обл.) – поет. Член НСПУ (1997). Закін. Київ. політех. інститут (1985). Працював 1979–85 і 1987–2003 у г. «Трибуна праці» (смт Іванків); 2005–11 – відп. секр. г. «Новини...",non_migrated,Born Kyiv region; poet with career in local press and literary institutions; no emigration indicated.
7203,Іваненко Святослав Володимирович,1963.0,Київ,скульптор,"(13. 03. 1963, Київ) – скульптор. Син В. Іваненка. Член НСХУ (1999). Закін. Київський художній інститут (1990; викл. М. Вронський). 1991–99 працював у Київ. технікумі легкої промисловості; від 1999 – на Монет....",non_migrated,Born Kyiv; sculptor with career in Kyiv mint and institutions; no emigration indicated.
7204,Іваненко Юрій,1910.0,Київ,режисер,"(1910, Київ – ?) – режисер, театрознавець. У співавт. з Г. Юрою поставив вистави: «Ой не ходи, Грицю, та й на вечорниці» М. Старицького (1938), «Богдан Хмельницький» О. Корнійчука (1939; обидві – Київ....",unknown,Born Kyiv 1910; theatre director; bio ends with '?' and limited information; death date unknown; insufficient info on emigration or later life.
7207,Іваник Наталія Миколаївна,1966.0,"ст. Котово, нині смт Новгородської обл., РФ",хоровий диригент,"(09. 06. 1966, ст. Котово, нині смт Новгородської обл., РФ) — хоровий диригент, педагог. Доцент (2021). Заслужена діячка мистецтв України (2019). Закінчила Горьковську консерваторію (нині м. Нижній...",non_migrated,Born in Russia (Novgorod region); choral conductor who trained at Gorky (Nizhny Novgorod) Conservatory and career based in Ukraine; no emigration outside Soviet/FSU sphere.
7208,Іванина Василь Миколайович,1947.0,с. Шапіхи Козелец. р-ну Черніг. обл.,прозаїк,"(08. 07. 1947, с. Шапіхи Козелец. р-ну Черніг. обл.) – прозаїк, перекладач. Член НСПУ (1993). Закін. Київський університет (1970). Працював у ред. г. «Молодь України» (1972–76), ж. «Під прапором комунізму»...",non_migrated,Born Chernihiv region; prose writer with career in Kyiv press and literature; no emigration indicated.
7210,Іваницька Тетяна Анатоліївна,1967.0,Одеса,композитор,"(03. 10. 1967, Одеса) — композитор, мистецтвознавець, музичний редактор, педагог. Дочка А. Іваницького. Чл. НСКУ (1992). Закін. Одес. консерваторію (1990; кл. композиції К. Цепколенко) та...",non_migrated,Born Odesa; composer and musicologist with career at Odesa Conservatory and Ukrainian institutions; no emigration indicated.
7212,Іваницька Марта Єреміївна,1937.0,Львів,художниця декоративно-ужиткового мистецтва і живописець,"(13. 07. 1937, Львів) – художниця декоративно-ужиткового мистецтва і живописець. Дочка Є.-Й. Іваницького, дружина П. Головатого. Член НСХУ (1968). Закін. Львів. інститут прикладного та декоративного...",non_migrated,Born Lviv; decorative artist and painter with career in Lviv institutions; no emigration indicated.
7213,Іваницький Анатолій Іванович,1936.0,м. Нікополь Дніпроп. обл.,музикознавець,"(02. 06. 1936, м. Нікополь Дніпроп. обл.) – музикознавець, фольклорист, педагог. Доктор мистецтвознавства (1991), професор (1992), член-кореспондент НАНУ (2012). Премія ім. Ф. Колесси НАНУ (2008). Член НСКУ (1973)....",non_migrated,Born Nikopol; musicologist and folklorist with career at Kyiv institutions including NANU; no emigration indicated.
7214,Іваницький Віталій Миколайович,1957.0,с. Липини Луцького р-ну Волин. обл.,режисер,"(26. 12. 1957, с. Липини Луцького р-ну Волин. обл.) – режисер, музично-громадський діяч. Заслужений діяч мистецтв України (1997). Закін. Ленінгр. інститут культури (нині С.-Петербург, 1986; викл. Е....",non_migrated,Born Volyn region; stage director with career in Lutsk and western Ukraine; no emigration indicated.
7219,Іваницький Роман Ярославович,1954.0,Львів,актор,"(26. 11. 1954, Львів) – актор, культурно-громадський діяч. Чоловік О. Іваницької. Заслужений артист УРСР (1990). Обл. премія ім. М. Ірчана (1982). Закін. Київ. інститут театр. мистецтва (1976; викл. Б....",non_migrated,Born Lviv; actor with career in Lviv theatres; no emigration indicated.
7220,Іваниченко Юрій Якович,1948.0,Луцьк,прозаїк,"(03. 07. 1948, Луцьк) – прозаїк, публіцист. Державна премія АР Крим (1997). Закін. факультет електрон. техніки Севастоп. приладобуд. інституту (1971), сценарно-кінознав. факультет ВДІКу (Москва, 1981;...",non_migrated,Born Lutsk; prose writer with career in Crimea and Ukrainian publishing; no emigration indicated.
7221,Іваничук Наталія Романівна,1959.0,смт Щирець Пустомитів. р-ну Львів. обл.,перекладачка,"(29. 11. 1959, смт Щирець Пустомитів. р-ну Львів. обл.) – перекладачка. Дочка Р. Іваничука. Член НСПУ (1993). Закін. факультет іноз. мов Львів. університету (1982). Відтоді викладала у Львів. мед....",non_migrated,Born Lviv region; translator with career at Lviv medical institutions; no emigration indicated.
7223,Іваниш Андрій Андрійович,1957.0,с. Завосине Великоберезнян. р-ну Закарп. обл.,диригент,"(06. 07. 1957, с. Завосине Великоберезнян. р-ну Закарп. обл.) – диригент, педагог. Заслужений артист України (1998). Закін. Київ. пед. інститут (1981; кл. хор. диригування С. Турчака), консерваторію (1990; кл....",non_migrated,Born Zakarpattia; conductor and teacher with career in Zakarpattia; no emigration indicated.
7226,Іванишин Володимир Петрович,1952.0,смт Вапнярка Вінн. обл.,художник декоративного мистецтва,"(24. 03. 1952, смт Вапнярка Вінн. обл.) – художник декоративного мистецтва. Член НСХУ (1988). Закін. Львів. інститут прикладного та декоративного мистецтва (1980; викл. М. Курилич, В. Овсійчук, М. Яців). На...",non_migrated,Born Vinnytsia region; decorative artist trained at Lviv institute with career in Vinnytsia; no emigration indicated.
