name,birth_year,death_year,migration_status,profession_raw,birth_location,gender,duration,event_observed,cohort,implausibly_alive,likely_post_soviet_emigrant
Савчук Григорій Сидорович,1941.0,2000.0,non_migrated,поет,"с. Берестівець Уманського р-ну Київської, нині Черкаської обл.",male,59.0,1,dead,False,False
Савчук Людмила Павлівна,1935.0,2023.0,non_migrated,поетеса,"с. Шарівка Ярмолинецького р-ну Кам’янець-Подільської обл., нині Хмельницького р-",female,88.0,1,dead,False,False
Сагайдак Василь Поліонович,1945.0,2006.0,internal_transfer,поет,"с. Добросинь Жовківського, нині Львівського р-ну Львівської обл.",male,61.0,1,dead,False,False
Сагайдачний Валерій Михайлович,1939.0,2009.0,migrated,піаніст,Харків,male,70.0,1,dead,False,False
Сагалов Зиновій Вульфович,1930.0,2020.0,migrated,драматург,"Тифліс, нині Тбілісі",male,90.0,1,dead,False,False
Садловський Роман Іванович,1964.0,2021.0,non_migrated,поет,Львів,male,57.0,1,dead,False,False
Садовник Василь Петрович,1934.0,2005.0,non_migrated,скульптор,"с. Гордівці, нині Дністровського р-ну Чернівецької обл.",male,71.0,1,dead,False,False
Саєнко Олександр Ферапонтович,1899.0,1985.0,non_migrated,художник монументально-декоративного мистецтва,,male,86.0,1,dead,False,False
Сазикін Віктор Андрійович,1923.0,2011.0,non_migrated,віолончеліст,"м. Мічурінськ, нині Тамбовської обл., РФ",male,88.0,1,dead,False,False
Сакевич Микола Микитович,1900.0,1974.0,non_migrated,художник театру,Одеса,male,74.0,1,dead,False,False
Салаї Барбара,1926.0,2011.0,non_migrated,поетеса,,female,85.0,1,dead,False,False
Сало Іван Андрійович,1940.0,2025.0,non_migrated,прозаїк,"с. Старе Село Рава-Руського, нині Львівського р-ну Львівської обл.",male,85.0,1,dead,False,False
Самойленко Григорій Васильович,1935.0,2025.0,non_migrated,літературознавець,"с. Нові Петрівці Київської міськради, нині Вишгородського р-ну Київської обл.",male,90.0,1,dead,False,False
Самойлович Юрій Вікторович,1955.0,2018.0,non_migrated,архітектор,Київ,male,63.0,1,dead,False,False
Самохваленко Олександр Олександрович,1914.0,1977.0,non_migrated,диригент,"м. Замостя Холмської губ., нині Люблінського воєводства, Польща",male,63.0,1,dead,False,False
Самусєв Євген Федорович,1946.0,2023.0,non_migrated,живописець,Київ,male,77.0,1,dead,False,False
Самусєв Федір Опанасович,1913.0,1985.0,non_migrated,живописець,"с. Ново-Ропськ Новозибківського пов. Чернігівської губ., нині Новий Ропськ Брянс",male,72.0,1,dead,False,False
Самутіна Ганна Іванівна,1929.0,2009.0,non_migrated,художниця монументального мистецтва,"с. Ташань Переяславського, нині Бориспільського р-ну Київської обл.",female,80.0,1,dead,False,False
Саніна-Шлее Валентина Миколаївна,1899.0,1989.0,migrated,дизайнерка жіночого одягу,Київ,female,90.0,1,dead,False,False
Сапон Володимир Миколайович,1951.0,2017.0,non_migrated,письменник,с. Рудка Чернігівського р-ну Чернігівської обл.,male,66.0,1,dead,False,False
Сарма-Соколовський Микола Олександрович,1910.0,2001.0,non_migrated,письменник,,male,91.0,1,dead,False,False
Сацюк Олексій,1909.0,1960.0,migrated,письменник,"с. Головчинці Дубенського пов. Волинської губ., нині Дубенського р-ну Рівненсько",male,51.0,1,dead,False,False
Свідер Полікарп Іванович,1923.0,2012.0,non_migrated,літературознавець,"с. Хропотова Чемеровецького р-ну Кам’янецької округи Подільської губ., нині Кам’",male,89.0,1,dead,False,False
Свідзінський Володимир Юхимович,1885.0,1941.0,deported,поет,"с. Маянів Вінницького пов. Подільської губ., нині Вінницького р-ну Вінницької об",male,56.0,1,dead,False,False
Свінцицький Олександр Антонович,1908.0,1975.0,non_migrated,актор,"с. В’юнки Житомирського пов. Волинської губ., нині Житомирського р-ну Житомирськ",male,67.0,1,dead,False,False
Світланов Олександр Олександрович,1897.0,1984.0,non_migrated,актор,Полтава,male,87.0,1,dead,False,False
Світличний Костянтин Кирилович,1922.0,2001.0,non_migrated,письменник,"радгосп «Грузький» Бахмутського пов. Донецької губ., нині у складі м. Макіївка Д",male,79.0,1,dead,False,False
Світлорусов Сергій Гаврилович,1927.0,1997.0,non_migrated,скульптор-монументаліст,"м. Дмитровськ, нині Орловської обл., РФ",male,70.0,1,dead,False,False
Світославський  Сергій Іванович,1857.0,1931.0,non_migrated,живописець,,male,74.0,1,dead,False,False
Свободін Григорій Семенович,1881.0,1971.0,internal_transfer,актор,,male,90.0,1,dead,False,False
Святненко Володимир Григорович,1969.0,2023.0,non_migrated,письменник,"с. Брусилів, нині с-ще Житомирського р-ну Житомирської обл.",male,54.0,1,dead,False,False
Святовець Віталій Федорович,1933.0,2017.0,non_migrated,літературознавець,"с. Веприк Новобасанського, нині Ніжинського р-ну Чернігівської обл.",male,84.0,1,dead,False,False
Святченко Євген Андріанович,1924.0,2004.0,non_migrated,архітектор,Харків,male,80.0,1,dead,False,False
Секлій Іван Лук’янович,1932.0,1992.0,non_migrated,співак (баритон),"с. Печихвости, нині Луцького р-ну Волинської обл.",male,60.0,1,dead,False,False
Селім Шакір,1942.0,2008.0,non_migrated,поет,"с. Буюк-Асс, згодом Ласточкіне Роздольненського р-ну АР Крим, нині зняте з облік",male,66.0,1,dead,False,False
Селютіна Лідія Яківна,1920.0,2007.0,non_migrated,письменниця,Одеса,female,87.0,1,dead,False,False
Семенів Олександр,1888.0,1930.0,migrated,співак,Харківщина,male,42.0,1,dead,False,False
Семенов Георгій Гнатович,1912.0,1982.0,non_migrated,актор,,male,70.0,1,dead,False,False
Семенов Владлен Трохимович,1940.0,2018.0,non_migrated,архітектор,Полтава,male,78.0,1,dead,False,False
Семенюк Олександр Васильович,1957.0,2013.0,non_migrated,художник театру,"м. Сталіно, нині Донецьк",male,56.0,1,dead,False,False
Семикіна Людмила Миколаївна,1924.0,2021.0,non_migrated,живописець,Одеса,female,97.0,1,dead,False,False
Сенюк Ольга Дмитрівна,1929.0,2019.0,non_migrated,перекладачка,"с. Підгайчики, нині Коломийського р-ну Івано-Франківської обл.",female,90.0,1,dead,False,False
Сергієвич Дмитро Григорович,1912.0,2005.0,non_migrated,письменник,Мінськ,male,93.0,1,dead,False,False
Сергієнко Ролан Петрович,1936.0,2020.0,internal_transfer,кінорежисер,"м. Щорс, нині Сновськ Корюківського р-ну Чернігівської обл.",male,84.0,1,dead,False,False
Сергієнко Раїса Михайлівна,1925.0,1987.0,non_migrated,співачка (сопрано),"смт Новоукраїнка Зінов’євської округи Одеської губ., нині місто Кіровоградської ",female,62.0,1,dead,False,False
Сердюк Роман Володимирович,1928.0,1992.0,non_migrated,скульптор,Полтава,male,64.0,1,dead,False,False
Сердюк Андрій Савелійович,1923.0,2000.0,non_migrated,співак (тенор),"с-ще Бровари, нині місто Київської обл.",male,77.0,1,dead,False,False
Сєверов Микола Павлович,1887.0,1957.0,non_migrated,архітектор,,male,70.0,1,dead,False,False
Сєрова Лілія Яківна,1941.0,2018.0,non_migrated,співачка (колоратурне сопрано),"Дніпропетровськ, нині Дніпро",female,77.0,1,dead,False,False
Сиваченко Микола Єфремович,1920.0,1988.0,non_migrated,літературознавець,"с. Ямпіль Звенигородського пов. Київської губ., нині Звенигородського р-ну Черка",male,68.0,1,dead,False,False
Сидоренко Олександр Олексійович,1907.0,1980.0,non_migrated,архітектор,,male,73.0,1,dead,False,False
Сидоренко Петро Семенович,1926.0,2007.0,migrated,живописець,"с. Тернуватка, нині Криворізького р-ну Дніпропетровської обл.",male,81.0,1,dead,False,False
Сидоренко Галина Кіндратівна,1920.0,1987.0,non_migrated,літературознавець,Київ,female,67.0,1,dead,False,False
Сидоряк Микола Миколайович,1922.0,1996.0,non_migrated,письменник,"с. Великий Бочков, нині с-ще Великий Бичків Рахівського р-ну Закарпатської обл.",male,74.0,1,dead,False,False
Силін Олесь,1913.0,2007.0,non_migrated,архітектор,"с-ще Скадовськ Дніпровського пов. Таврійської губ., нині місто Херсонської обл.",male,94.0,1,dead,False,False
Симоненко Петро Ларивонович,1927.0,1987.0,non_migrated,прозаїк,"м. Великий Токмак Дніпропетровської округи, нині Токмак Пологівського р-ну Запор",male,60.0,1,dead,False,False
Синенька-Іваницька Іванна,1897.0,1988.0,migrated,оперна співачка,"с. Великі Чорнокінці, нині Чортківського р-ну Тернопільської обл.",female,91.0,1,dead,False,False
Синько Ростислав Олександрович,1933.0,2010.0,non_migrated,актор,"с. Степано-Кринка Амвросіївського р-ну Сталінської обл., нині Донецького р-ну До",male,77.0,1,dead,False,False
Синько Олександра Ростиславівна,1967.0,2004.0,non_migrated,мистецтвознавець,Київ,female,37.0,1,dead,False,False
Синякова-Уречина Марія Михайлівна,1890.0,1984.0,internal_transfer,графік і живописець,"с. Красна Поляна Зміївського пов. Харківської губ., нині Чугуївського р-ну Харкі",female,94.0,1,dead,False,False
Сиротенко Олександр Іванович,1897.0,1975.0,non_migrated,живописець,,male,78.0,1,dead,False,False
Сиротенко Надія Олександрівна,1920.0,2005.0,non_migrated,живописець,"м. Конотоп Чернігівської губ., нині Сумської обл.",female,85.0,1,dead,False,False
Сирятський Віктор Олексійович,1946.0,2005.0,non_migrated,піаніст,Харків,male,59.0,1,dead,False,False
Ситник Михайло Васильович,1920.0,1959.0,migrated,поет,"м. Васильків Білоцерківського пов. Київської губ., нині Обухівського р-ну Київсь",male,39.0,1,dead,False,False
Сич Михайло Семенович,1941.0,2012.0,non_migrated,поет,"с. Троковичі Черняхівського, нині Житомирського р-ну Житомирської обл.",male,71.0,1,dead,False,False
Сікало Юрій Іванович,1938.0,2017.0,non_migrated,актор,"м. Сталіно, нині Донецьк",male,79.0,1,dead,False,False
Сікорський Яків Парфентійович,1904.0,1980.0,non_migrated,прозаїк,"с. Джуринці Липовецького пов. Київської губ., нині Гайсинського р-ну Вінницької ",male,76.0,1,dead,False,False
Сікорський Казимир Броніславович,1936.0,2012.0,non_migrated,художник театру,"с. Ходаки, нині Кременецького р-ну Тернопільської обл.",male,76.0,1,dead,False,False
Сіпітінер Давид Йосипович,1925.0,2011.0,non_migrated,диригент,Одеса,male,86.0,1,dead,False,False
Сірий Валентин Павлович,1937.0,2021.0,non_migrated,художник-монументаліст і графік,"с. Золотоношка Драбівського, нині Золотоніського р-ну Черкаської обл.",male,84.0,1,dead,False,False
Сірик Анатолій Силович,1939.0,2024.0,non_migrated,поет,"смт Чуднів, нині місто Житомирського р-ну Житомирської обл.",male,85.0,1,dead,False,False
Січинський Ярослав Володимирович,1924.0,2015.0,migrated,архітектор,Прага,male,91.0,1,dead,False,False
Січковський Георгій Євгенович,1924.0,1998.0,non_migrated,співак (бас-профундо),"с. Товтри, нині Чернівецького р-ну Чернівецької обл.",male,74.0,1,dead,False,False
Сіяк Марія,1880.0,1940.0,migrated,оперна співачка,"с. Ляшки Муровані, нині Муроване Львівського р-ну Львівської обл.",female,60.0,1,dead,False,False
Скалецький Родіон Андрійович,1899.0,1984.0,non_migrated,композитор,"с. Михайлівка Ольгопільського пов. Подільської губ., нині Гайсинського р-ну Вінн",male,85.0,1,dead,False,False
Скандаков Юрій Володимирович,1932.0,2007.0,non_migrated,живописець,"с-ще Халілово Оренбурзької обл., РФ",male,75.0,1,dead,False,False
Скаржевський Олег Костянтинович,1935.0,2021.0,non_migrated,живописець,"с. Старий Олексинець, нині Кременецького р-ну Тернопільської обл.",male,86.0,1,dead,False,False
Скворцов Борис Дмитрович,1928.0,1983.0,non_migrated,скрипаль,"м. Хабаровськ, РФ",male,55.0,1,dead,False,False
Скиба Андрій Андрійович,1915.0,1979.0,non_migrated,актор,"с. Пекарі Роменського пов. Полтавської губ., нині Конотопського р-ну Сумської об",male,64.0,1,dead,False,False
Скибинський Ярема Антонович,1949.0,2009.0,non_migrated,диригент,м. Стрий Львівської обл.,male,60.0,1,dead,False,False
Скляр Уляна Миколаївна,1951.0,2001.0,non_migrated,художниця петриківського розпису,"с. Колгоспівка Петриківського р-ну, нині Іванівка Дніпровського р-ну Дніпропетро",female,50.0,1,dead,False,False
Скобліков Олександр Павлович,1929.0,2005.0,non_migrated,скульптор,"смт Дружківка Костянтинівського р-ну, нині місто Краматорського р-ну Донецької о",male,76.0,1,dead,False,False
Скоблікова Юлія Кирилівна,1928.0,2013.0,non_migrated,скульпторка,"с. Олександрівка Луганської міськради, нині місто Олександрівськ Луганського р-н",female,85.0,1,dead,False,False
Скоробогатько Ніна Іванівна,1894.0,1993.0,non_migrated,піаністка,"с. Ільїнка, нині Оренбурзької обл., РФ",female,99.0,1,dead,False,False
Скорський Микола Андрійович,1920.0,2016.0,non_migrated,літературознавець,"с. Юшківці Липовецького пов. Київської губ., нині Вінницького р-ну Вінницької об",male,96.0,1,dead,False,False
Скорубська Лідія Андріївна,1932.0,1981.0,non_migrated,скульпторка,"с. Рождественська Хава Воронезької обл., РФ",female,49.0,1,dead,False,False
Скорубський Павло Антонович,1924.0,2007.0,non_migrated,живописець і графік,"с. Юрківка Ставищенського, нині Білоцерківського р-ну Київської обл.",male,83.0,1,dead,False,False
Скрипчинська Елеонора Павлівна,1899.0,1992.0,non_migrated,хоровий диригент,"м. Дубно Волинської губ., нині Рівненської обл.",female,93.0,1,dead,False,False
Скрипчук Оксана Володимирівна,1971.0,2021.0,non_migrated,співачка (мецо-сопрано),"с. Бережанка Лановецького, нині Кременецького р-ну Тернопільської обл.",female,50.0,1,dead,False,False
Скуба Микола Якович,1907.0,1937.0,deported,поет,,male,30.0,1,dead,False,False
Скуба Людмила Миколаївна,1935.0,2010.0,non_migrated,поетеса,"Дніпропетровськ, нині Дніпро",female,75.0,1,dead,False,False
Скубак Володимир Федорович,1925.0,1979.0,non_migrated,співак (тенор),"с. Білий Колодязь Вовчанського р-ну, нині с-ще Вовчанського р-ну Харківської обл",male,54.0,1,dead,False,False
Скуратовський Василь Павлович,1925.0,1987.0,non_migrated,архітектор,"с. Скурати Малинського, нині Коростенського р-ну Житомирської обл.",male,62.0,1,dead,False,False
Скураторська Людмила Іванівна,1935.0,2020.0,non_migrated,літературознавець,"м. Сталіно, нині Донецьк",female,85.0,1,dead,False,False
Славинський Максим Антонович,1868.0,1945.0,non_migrated,громадсько-політичний і культурний діяч,,male,77.0,1,dead,False,False
Сластіон Юрій Опанасович,1903.0,1980.0,migrated,архітектор,,male,77.0,1,dead,False,False
Следзь Володимир Вікторович,1964.0,2020.0,non_migrated,архітектор,Львів,male,56.0,1,dead,False,False
Сліпак Василь Ярославович,1974.0,2016.0,migrated,співак,Львів,male,42.0,1,dead,False,False
Сліпець Степан Павлович,1929.0,2021.0,non_migrated,архітектор,"с. Михайлівка Канівського, нині Черкаського р-ну Черкаської обл.",male,92.0,1,dead,False,False
Слуцький Аркадій Йосипович,1940.0,2019.0,migrated,поет,Київ,male,79.0,1,dead,False,False
Сльота Іван Михайлович,1937.0,2014.0,non_migrated,хоровий диригент,"с. Білозір’я, нині Яснозір’я Черкаського р-ну Черкаської обл.",male,77.0,1,dead,False,False
Сльота Петро Дорофійович,1911.0,1974.0,non_migrated,живописець,,male,63.0,1,dead,False,False
Сльота Ольга Петрівна,1947.0,2019.0,non_migrated,живописець,Київ,female,72.0,1,dead,False,False
Сльота Оксана Петрівна,1950.0,2011.0,non_migrated,живописець,Київ,female,61.0,1,dead,False,False
Смереканич Петро Семенович,1909.0,1997.0,non_migrated,публіцист,"с. Свіржова Руська, нині Підкарпатського воєводства, Польща",male,88.0,1,dead,False,False
Смілянська Валерія Леонідівна,1935.0,2023.0,non_migrated,літературознавець,Київ,female,88.0,1,dead,False,False
Смілянський Леонід Іванович,1904.0,1966.0,non_migrated,письменник,"м. Конотоп Чернігівської губ., нині Сумської обл.",male,62.0,1,dead,False,False
Смолій Іван Ілліч,1938.0,2023.0,non_migrated,актор,"с. Чапаєвка, нині Воскресенка Пологівського р-ну Запорізької обл.",male,85.0,1,dead,False,False
Смоляк Олександр Олексійович,1938.0,2016.0,non_migrated,прозаїк,"с. Займище Щорсівського, нині Корюківського р-ну Чернігівської обл.",male,78.0,1,dead,False,False
Смоляк Віталій Єлисейович,1915.0,1982.0,non_migrated,актор,,male,67.0,1,dead,False,False
Снєгірьов Олександр Михайлович,1930.0,2003.0,non_migrated,піаніст,Харків,male,73.0,1,dead,False,False
Собко Вадим Миколайович,1912.0,1981.0,non_migrated,письменник,,male,69.0,1,dead,False,False
Соболь Федір Мусійович,1895.0,1973.0,internal_transfer,хоровий диригент,"с. Нове Зміївського пов. Харківської губ., нині Лозівського р-ну Харківської обл",male,78.0,1,dead,False,False
Собчук Микола Якович,1934.0,2001.0,non_migrated,архітектор,"с. Сальниця Уланівського, нині Хмільницького р-ну Вінницької обл.",male,67.0,1,dead,False,False
Сова Дмитро Георгійович,1925.0,1993.0,non_migrated,скульптор,"с. Якимівка, нині с-ще Мелітопольського р-ну Запорізької обл.",male,68.0,1,dead,False,False
Сова Петро Петрович,1894.0,1984.0,non_migrated,громадсько-політичний і культурний діяч,"с. Гайтовка, нині Словаччина",male,90.0,1,dead,False,False
Сокирко Володимир Костянтинович,1892.0,1983.0,non_migrated,актор,,male,91.0,1,dead,False,False
Соколенко Василь Іванович,1922.0,2018.0,non_migrated,художник петриківського розпису,"с. Петриківка Новомосковського пов. Катеринославської губ., нині с-ще Дніпровськ",male,96.0,1,dead,False,False
Соколов Володимир Олександрович,1923.0,1997.0,non_migrated,живописець,"с. Куру-Баш, нині Виноградне Алуштинської міськради, АР Крим",male,74.0,1,dead,False,False
Сокульський  Іван Григорович,1940.0,1992.0,non_migrated,поет,"х. Червоноярський Синельниківського р-ну Дніпропетровської обл., нині знятий з о",male,52.0,1,dead,False,False
Солнцева Юлія Іполитівна,1901.0,1989.0,non_migrated,акторка,Москва,female,88.0,1,dead,False,False
Соловчук Роман Іванович,1949.0,2025.0,non_migrated,письменник,"с. Голосків Отинянського р-ну Станіславської обл., нині Коломийського р-ну Івано",male,76.0,1,dead,False,False
Сологуб Ірина,1885.0,1972.0,migrated,оперна співачка,"с. Неслухів, нині Львівського р-ну Львівської обл.",female,87.0,1,dead,False,False
Солодовник Сергій Максимович,1915.0,1991.0,non_migrated,живописець,"м. Кобеляки, нині Полтавського р-ну Полтавської обл.",male,76.0,1,dead,False,False
Соломарський Олександр Іванович,1897.0,1980.0,non_migrated,режисер,,male,83.0,1,dead,False,False
Соломко Сергій Сергійович,1867.0,1928.0,migrated,аквареліст,,male,61.0,1,dead,False,False
Соломченко Олексій Григорович,1920.0,2002.0,non_migrated,мистецтвознавець,"с. Казимирівка Київського пов. Київської губ., нині Горохове Обухівського р-ну К",male,82.0,1,dead,False,False
Солоневський Ростислав Тимофійович,1930.0,2016.0,non_migrated,поет-гуморист,"с. Вовковиї, нині Дубенського р-ну Рівненської обл.",male,86.0,1,dead,False,False
Солощенко Ніта Дмитрівна,1922.0,1991.0,non_migrated,скульпторка,"м. Каракол, нині Киргизстан",female,69.0,1,dead,False,False
Сом Микола Данилович,1935.0,2013.0,non_migrated,поет,с. Требухів Броварського р-ну Київської обл.,male,78.0,1,dead,False,False
Сорока Олександр Назарович,1900.0,1963.0,non_migrated,хоровий диригент,,male,63.0,1,dead,False,False
Сорокін Олександр Дмитрович,1909.0,1981.0,non_migrated,художник-кераміст,,male,72.0,1,dead,False,False
Сорокко Анатолій Вікентійович,1930.0,1996.0,internal_transfer,актор,"с-ще Прокоп’євськ, нині місто Кемеровської обл., РФ",male,66.0,1,dead,False,False
Сорокоумов Анатолій Пантелеймонович,1923.0,1989.0,non_migrated,співак (ліричний тенор),Херсон,male,66.0,1,dead,False,False
Сосновий Дмитро Григорович,1923.0,1995.0,non_migrated,архітектор,"с. Старий Орлик Кишеньківського р-ну Полтавської губ., нині Придніпрянське Полта",male,72.0,1,dead,False,False
Сосюра Володимир Миколайович,1897.0,1965.0,non_migrated,поет-лірик,(06. 01. 1898,male,68.0,1,dead,False,False
Сохацький Володимир Григорович,1910.0,1965.0,non_migrated,актор,Київ,male,55.0,1,dead,False,False
Спиця Володимир Григорович,1930.0,2005.0,non_migrated,художник-фарфорист,"с. Федунка, нині Миргородського р-ну Полтавської обл.",male,75.0,1,dead,False,False
Спичак Володимир Іларіонович,1903.0,1984.0,non_migrated,скульптор,Сімферополь,male,81.0,1,dead,False,False
Співак Іван Андрійович,1921.0,1993.0,non_migrated,літературознавець,"с. Велика Балка Конградського пов. Полтавської губ., нині с-ще Балки Берестинськ",male,72.0,1,dead,False,False
Срібницький Едуард Михайлович,1937.0,2023.0,non_migrated,співак (тенор),"м. Магнітогорськ Челябінської обл., РФ",male,86.0,1,dead,False,False
Стадник Йосип Дмитрович,1876.0,1954.0,non_migrated,актор,"с. Валява, нині Підкарпатського воєводства, Польща",male,78.0,1,dead,False,False
Стадникова Софія Андріївна,1888.0,1959.0,non_migrated,акторка,Тернопіль,female,71.0,1,dead,False,False
Стадничук Володимир Олександрович,1938.0,2019.0,non_migrated,живописець,"с. Михайлівка, нині Чортківського р-ну Тернопільської обл.",male,81.0,1,dead,False,False
Станіславова Олександра Юхимівна,1900.0,1985.0,internal_transfer,співачка (драматичне сопрано),,female,85.0,1,dead,False,False
Станіславський Ян-Ґжегож,1860.0,1907.0,migrated,живописець і педагог,,male,47.0,1,dead,False,False
Станіславський Микола Дмитрович,1905.0,1970.0,non_migrated,режисер,"м. Єлисаветград, нині Кропивницький",male,65.0,1,dead,False,False
Станішевський Юрій Олександрович,1936.0,2009.0,non_migrated,театрознавець,Харків,male,73.0,1,dead,False,False
Старостинецька Василина Трифонівна,1888.0,1972.0,internal_transfer,співачка (сопрано),,female,84.0,1,dead,False,False
Старченко Юрій Борисович,1948.0,2017.0,non_migrated,режисер,"м. Ворошиловград, нині Луганськ",male,69.0,1,dead,False,False
Сташук Василь Федорович,1944.0,2022.0,non_migrated,письменник,"с. Савлуки Базарського, нині Коростенського р-ну Житомирської обл.",male,78.0,1,dead,False,False
Стемпінський Володимир Феліксович,1923.0,1989.0,non_migrated,архітектор,Одеса,male,66.0,1,dead,False,False
Степаненко Михайло Борисович,1942.0,2019.0,non_migrated,композитор,"м. Семипалатинськ, нині Семей, Казахстан",male,77.0,1,dead,False,False
Степанов Микола Миколайович,1911.0,2002.0,non_migrated,архітектор,Київ,male,91.0,1,dead,False,False
Степанов Микола Іванович,1937.0,2003.0,non_migrated,скульптор,"с. Роксолани Овідіопольського, нині Одеського р-ну Одеської обл.",male,66.0,1,dead,False,False
Степанов Михайло Михайлович,1888.0,1953.0,non_migrated,живописець,,male,65.0,1,dead,False,False
Степовий Яків Степанович,1883.0,1921.0,non_migrated,композитор,,male,38.0,1,dead,False,False
Степовик Дмитро Власович,1938.0,2024.0,non_migrated,мистецтвознавець,с. Слободище Бердичівського р-ну Житомирської обл.,male,86.0,1,dead,False,False
Стефанович Євдокія Володимирівна,1880.0,1950.0,non_migrated,оперна співачка (мецо-сопрано),,female,70.0,1,dead,False,False
Стеців Степан Онуфрійович,1905.0,1964.0,migrated,художник,"с. Добрівляни, нині Дрогобицького р-ну Львівської обл.",male,59.0,1,dead,False,False
Стецько Богдан Теодорович,1943.0,2020.0,non_migrated,актор,Львів,male,77.0,1,dead,False,False
Стецько Дмитро Григорович,1943.0,2017.0,non_migrated,живописець,"с. Полонна, нині Підкарпатського воєводства, Польща",male,74.0,1,dead,False,False
Стецюк Олександр Михайлович,1941.0,2007.0,non_migrated,композитор,,male,66.0,1,dead,False,False
Стешенко Ірина Іванівна,1898.0,1987.0,non_migrated,акторка,,female,89.0,1,dead,False,False
Стешенко Олександр Григорович,1939.0,2001.0,non_migrated,поет,"с. Андріївка Красноармійського р-ну Дніпропетровської обл., нині Запорізького р-",male,62.0,1,dead,False,False
Стешенко Іван Никифорович,1894.0,1937.0,deported,співак (бас),,male,43.0,1,dead,False,False
Стешенко Іван Никифорович,1894.0,1937.0,deported,співак (бас),,male,43.0,1,dead,False,False
Стешенко-Куфтіна Валентина Костянтинівна,1904.0,1953.0,internal_transfer,піаністка,,female,49.0,1,dead,False,False
Столбін Олексій Петрович,1922.0,2020.0,non_migrated,прозаїк,"с. Тьоткіне, нині Курської обл., РФ",male,98.0,1,dead,False,False
Столерман Самуїл Олександрович,1874.0,1949.0,internal_transfer,диригент,"м. Кяхта, нині Бурятія, РФ",male,75.0,1,dead,False,False
Столяр Костянтин Миколайович,1939.0,2023.0,non_migrated,співак (ліричний тенор),"смт Остер, нині місто Чернігівського р-ну Чернігівської обл.",male,84.0,1,dead,False,False
Столяренко Петро Кузьмович,1925.0,2018.0,non_migrated,живописець,"с-ще Капкани, нині у складі м. Керч, АР Крим",male,93.0,1,dead,False,False
Столяренко-Муратов Прокопій Якович,1895.0,1962.0,non_migrated,актор,"м. Костянтиноград Полтавської губ., нині Красноград Харківської обл.",male,67.0,1,dead,False,False
Столяров Валерій Олексійович,1923.0,1999.0,non_migrated,актор,"с. Макушино, нині місто Курганської обл., РФ",male,76.0,1,dead,False,False
Столярчук Григорій Павлович,1923.0,2005.0,non_migrated,поет,,male,82.0,1,dead,False,False
Стратьєв Володимир Петрович,1938.0,2015.0,non_migrated,співак (лірико-драматичний баритон),"с. Павлоградські Хутори Перші Павлоградського р-ну Дніпропетровської обл., нині ",male,77.0,1,dead,False,False
Страшенко Ольга Іванівна,1950.0,2015.0,non_migrated,письменниця,Київ,female,65.0,1,dead,False,False
Стремський Олександр Іванович,1924.0,1997.0,non_migrated,живописець,"с. Новокубанське, нині Краснодарського краю, РФ",male,73.0,1,dead,False,False
Стрєлов Аркадій Юхимович,1923.0,1994.0,non_migrated,живописець,"с. Шухра Івановської обл., РФ",male,71.0,1,dead,False,False
Струк Данило,1940.0,1999.0,migrated,літературознавець,Львів,male,59.0,1,dead,False,False
Струнников Валерій Олександрович,1938.0,2002.0,internal_transfer,актор,"м. Іваново, РФ",male,64.0,1,dead,False,False
Стукалов Олег Костянтинович,1940.0,2021.0,non_migrated,архітектор,Баку,male,81.0,1,dead,False,False
Сук Петро Андрійович,1910.0,1994.0,non_migrated,хормейстер,"м-ко Решетилівка Полтавського пов. Полтавської губ., нині місто Полтавського р-н",male,84.0,1,dead,False,False
Сукачов Леонід Іванович,1912.0,1937.0,deported,письменник,,male,25.0,1,dead,False,False
Сукнацький Андрій,1942.0,2012.0,migrated,англомовний поет українського походження,,male,70.0,1,dead,False,False
Сулима Микола Матвійович,1947.0,2023.0,non_migrated,літературознавець,"с. Загрунiвка Зiнькiвського, нині Полтавського р-ну Полтавської обл.",male,76.0,1,dead,False,False
Суржа Володимир Ілліч,1927.0,2017.0,non_migrated,хормейстер,"с-ще Лозова-Павлівка Луганської округи Катеринославської губ., нині у межах м. Б",male,90.0,1,dead,False,False
Суржа Юрій Ілліч,1937.0,2019.0,non_migrated,актор,"с. Сабівка Олександрівського, нині Луганського р-ну Луганської обл.",male,82.0,1,dead,False,False
Сурмач Василь Григорович,1906.0,1979.0,non_migrated,співак (тенор),(13. 01. 1907,male,73.0,1,dead,False,False
Сухар Іван Потапович,1935.0,1999.0,non_migrated,поет,"с. Омельник Оріхівського р-ну Дніпропетровської обл., нині Пологівського р-ну За",male,64.0,1,dead,False,False
Сухенко Віктор Васильович,1941.0,1998.0,non_migrated,скульптор,с. Рибці Полтавського р-ну Полтавської обл.,male,57.0,1,dead,False,False
Суходольський Володимир Олексійович,1889.0,1962.0,non_migrated,драматург,,male,73.0,1,dead,False,False
Сухоруких Анатолій Іванович,1935.0,2015.0,non_migrated,живописець,"м. Новочеркаськ, нині Ростовської обл., РФ",male,80.0,1,dead,False,False
Сухорукова Галина Станіславівна,1923.0,2007.0,non_migrated,співачка (мецо-сопрано),Запоріжжя,female,84.0,1,dead,False,False
Сушинський Богдан Іванович,1946.0,2020.0,non_migrated,письменник,"м. Самбір Дрогобицької, нині Львівської обл.",male,74.0,1,dead,False,False
